ticket_id,customer_id,created_at,product,channel,priority,previous_tickets_30d,message_length,agent_experience_months,customer_plan,sla_breach
T0003252,C01085,2026-04-15 05:00:00,Analytics,Web,Medium,0,739,6,Enterprise,0
T0003253,C01324,2026-04-05 07:00:00,Payments API,Chat,Low,1,471,19,Business,0
T0003254,C00829,2026-06-16 20:00:00,Storage,Phone,Medium,0,139,52,Business,0
T0003255,C01746,2026-03-09 21:00:00,Storage,Email,Medium,2,708,63,Starter,0
T0003256,C00623,2026-04-23 12:00:00,Messaging,Chat,Medium,2,91,68,Enterprise,0
T0003257,C00017,2026-01-08 20:00:00,Analytics,Email,Low,0,151,69,Starter,0
T0003258,C01258,2026-05-09 00:00:00,Authentication,Web,Low,0,857,28,Business,0
T0003259,C01193,2026-04-09 11:00:00,Messaging,Email,Medium,3,824,9,Business,0
T0003260,C01766,2026-06-07 16:00:00,Authentication,Phone,Medium,1,778,60,Free,0
T0003261,C00712,2026-03-01 22:00:00,Payments API,Web,Low,1,847,38,Starter,0
T0003262,C00765,2026-06-16 13:00:00,Storage,Chat,Low,1,244,70,Business,0
T0003263,C01012,2026-04-14 14:00:00,Storage,Chat,Medium,2,882,6,Starter,0
T0003264,C00706,2026-02-07 11:00:00,Payments API,Chat,High,1,449,9,Starter,0
T0003265,C01413,2026-01-29 20:00:00,Messaging,Email,Medium,2,114,71,Business,1
T0003266,C00771,2026-02-05 06:00:00,Storage,Phone,Medium,1,164,9,Free,0
T0003267,C01411,2026-02-24 08:00:00,Authentication,Web,Medium,1,642,57,Business,0
T0003268,C00766,2026-04-10 02:00:00,Payments API,Email,Medium,2,759,37,Free,0
T0003269,C00406,2026-06-06 06:00:00,Messaging,Email,High,1,370,12,Business,0
T0003270,C01784,2026-06-29 04:00:00,Storage,Chat,Low,1,197,69,Free,0
T0003271,C00948,2026-05-03 01:00:00,Analytics,Web,High,0,221,39,Business,0
T0003272,C01273,2026-03-30 05:00:00,Payments API,Chat,Low,0,752,48,Starter,0
T0003273,C01065,2026-04-21 09:00:00,Analytics,Web,Medium,0,742,10,Starter,0
T0003274,C00647,2026-03-01 13:00:00,Storage,Email,Urgent,4,245,18,Free,0
T0003275,C01750,2026-02-14 01:00:00,Authentication,Phone,High,2,69,66,Starter,0
T0003276,C00669,2026-04-07 16:00:00,Payments API,Email,High,2,125,25,Free,1
T0003277,C01788,2026-05-29 22:00:00,Authentication,Chat,High,1,379,29,Starter,0
T0003278,C00776,2026-01-12 14:00:00,Storage,Phone,Medium,1,215,6,Business,0
T0003279,C00041,2026-01-20 22:00:00,Payments API,Web,Medium,1,425,55,Starter,0
T0003280,C00067,2026-02-01 21:00:00,Authentication,Chat,Medium,1,500,15,Starter,0
T0003281,C01753,2026-02-07 18:00:00,Analytics,Web,Low,0,105,43,Business,0
T0003282,C00951,2026-01-27 19:00:00,Payments API,Email,Medium,2,800,57,Starter,0
T0003283,C00698,2026-01-24 10:00:00,Authentication,Email,Low,1,714,46,Starter,0
T0003284,C01461,2026-01-06 00:00:00,Messaging,Email,High,1,63,71,Business,0
T0003285,C01111,2026-03-04 16:00:00,Messaging,Email,Medium,1,414,50,Free,1
T0003286,C01190,2026-05-10 23:00:00,Payments API,Web,Low,0,154,66,Starter,0
T0003287,C01234,2026-01-29 06:00:00,Payments API,Chat,Medium,0,746,34,Starter,0
T0003288,C00358,2026-02-28 14:00:00,Authentication,Chat,Medium,1,511,22,Business,0
T0003289,C00159,2026-06-25 04:00:00,Analytics,Web,High,1,194,71,Business,0
T0003290,C01311,2026-01-31 08:00:00,Analytics,Chat,Medium,0,108,66,Starter,1
T0003291,C00040,2026-06-27 17:00:00,Authentication,Email,Medium,2,308,20,Starter,0
T0003292,C01296,2026-04-03 04:00:00,Messaging,Chat,Low,0,332,17,Starter,0
T0003293,C00234,2026-05-11 08:00:00,Authentication,Web,High,2,293,62,Starter,0
T0003294,C00473,2026-02-28 05:00:00,Storage,Chat,High,1,355,18,Free,0
T0003295,C01274,2026-02-28 10:00:00,Payments API,Phone,Low,2,146,18,Starter,1
T0003296,C01122,2026-03-12 17:00:00,Authentication,Web,Low,1,454,11,Free,0
T0003297,C01407,2026-01-24 00:00:00,Authentication,Web,Low,3,281,46,Enterprise,0
T0003298,C01100,2026-02-26 19:00:00,Messaging,Web,Medium,1,654,51,Free,0
T0003299,C00087,2026-06-10 23:00:00,Authentication,Chat,Low,0,702,5,Business,1
T0003300,C01512,2026-01-01 17:00:00,Storage,Phone,Medium,1,244,20,Free,0
T0003301,C00389,2026-04-13 23:00:00,Storage,Chat,Medium,1,143,51,Free,0
T0003302,C00245,2026-05-04 21:00:00,Messaging,Chat,Medium,0,315,35,Starter,0
T0003303,C01582,2026-01-26 10:00:00,Analytics,Email,Medium,0,145,9,Starter,1
T0003304,C00351,2026-01-20 22:00:00,Analytics,Web,Medium,2,406,25,Starter,0
T0003305,C00965,2026-04-10 10:00:00,Authentication,Chat,Medium,3,838,62,Enterprise,0
T0003306,C00875,2026-02-09 10:00:00,Authentication,Web,Medium,0,371,11,Business,0
T0003307,C01386,2026-06-26 01:00:00,Payments API,Phone,Medium,1,779,25,Free,0
T0003308,C00080,2026-02-04 06:00:00,Analytics,Chat,Low,0,653,15,Business,0
T0003309,C00193,2026-01-24 13:00:00,Storage,Chat,Low,0,787,57,Free,0
T0003310,C00749,2026-03-01 15:00:00,Authentication,Email,Medium,0,69,13,Business,1
T0003311,C00852,2026-03-01 17:00:00,Storage,Chat,Low,1,644,20,Free,0
T0003312,C01419,2026-01-29 20:00:00,Analytics,Web,Low,0,158,18,Business,0
T0003313,C01091,2026-04-30 16:00:00,Storage,Chat,Medium,2,559,41,Free,0
T0003314,C00268,2026-03-04 10:00:00,Storage,Chat,High,1,150,26,Free,0
T0003315,C01762,2026-04-05 20:00:00,Analytics,Chat,Medium,1,788,15,Free,0
T0003316,C00828,2026-02-13 18:00:00,Messaging,Email,Medium,1,495,38,Free,0
T0003317,C01737,2026-01-18 08:00:00,Storage,Email,Low,0,534,40,Business,0
T0003318,C01782,2026-01-12 00:00:00,Messaging,Email,High,2,103,17,Business,0
T0003319,C00094,2026-01-10 12:00:00,Storage,Web,Medium,0,300,42,Starter,0
T0003320,C00911,2026-06-06 16:00:00,Payments API,Email,Urgent,3,95,48,Business,1
T0003321,C00760,2026-02-17 14:00:00,Payments API,Email,Medium,3,777,14,Starter,0
T0003322,C00897,2026-02-25 00:00:00,Payments API,Chat,Medium,0,709,20,Free,0
T0003323,C00558,2026-04-15 06:00:00,Analytics,Web,High,1,577,6,Starter,0
T0003324,C01006,2026-01-18 03:00:00,Messaging,Web,High,1,882,16,Starter,0
T0003325,C00886,2026-04-19 02:00:00,Storage,Chat,Low,0,776,7,Starter,0
T0003326,C00335,2026-04-04 20:00:00,Authentication,Chat,Low,1,61,64,Free,0
T0003327,C00520,2026-05-23 11:00:00,Authentication,Web,Medium,3,794,17,Business,0
T0003328,C00265,2026-01-23 04:00:00,Storage,Web,Low,1,179,19,Business,1
T0003329,C01519,2026-01-04 01:00:00,Authentication,Chat,Medium,2,141,5,Free,0
T0003330,C01220,2026-05-20 03:00:00,Authentication,Web,Low,3,472,23,Free,1
T0003331,C00698,2026-03-08 14:00:00,Payments API,Email,Medium,4,579,50,Starter,0
T0003332,C00713,2026-01-12 02:00:00,Analytics,Chat,Medium,3,813,35,Business,0
T0003333,C00143,2026-04-11 03:00:00,Messaging,Web,Low,1,482,65,Enterprise,1
T0003334,C00522,2026-03-25 15:00:00,Messaging,Email,Medium,0,468,64,Starter,0
T0003335,C01664,2026-06-21 04:00:00,Authentication,Chat,Medium,1,110,55,Free,0
T0003336,C00057,2026-06-19 21:00:00,Messaging,Web,Urgent,1,360,60,Starter,1
T0003337,C00264,2026-04-08 00:00:00,Messaging,Phone,Low,3,205,33,Free,0
T0003338,C01523,2026-01-29 14:00:00,Payments API,Email,High,0,760,18,Business,0
T0003339,C00937,2026-05-15 14:00:00,Storage,Web,Urgent,0,348,30,Enterprise,0
T0003340,C00059,2026-02-06 05:00:00,Messaging,Email,Medium,2,700,3,Free,0
T0003341,C00882,2026-05-31 20:00:00,Analytics,Web,Medium,3,81,22,Starter,0
T0003342,C01350,2026-04-19 02:00:00,Analytics,Web,Low,2,726,29,Free,1
T0003343,C00622,2026-03-05 19:00:00,Storage,Web,Medium,0,575,70,Starter,0
T0003344,C00688,2026-06-26 08:00:00,Analytics,Phone,Low,2,233,28,Enterprise,1
T0003345,C01137,2026-04-03 13:00:00,Payments API,Phone,Medium,1,700,11,Starter,0
T0003346,C01078,2026-03-11 10:00:00,Payments API,Phone,High,0,595,17,Starter,0
T0003347,C01626,2026-02-04 00:00:00,Analytics,Chat,Low,2,595,46,Business,0
T0003348,C00446,2026-04-27 18:00:00,Messaging,Chat,Medium,2,189,41,Business,0
T0003349,C00497,2026-02-18 13:00:00,Authentication,Email,Medium,1,439,36,Starter,0
T0003350,C00280,2026-01-28 10:00:00,Messaging,Email,Medium,2,426,66,Business,0
T0003351,C01197,2026-01-22 07:00:00,Analytics,Web,Medium,0,206,61,Free,0
T0003352,C00961,2026-04-26 10:00:00,Analytics,Email,Medium,3,759,6,Starter,0
T0003353,C00625,2026-06-15 19:00:00,Authentication,Phone,Medium,0,557,57,Enterprise,0
T0003354,C01253,2026-02-15 11:00:00,Messaging,Email,Low,0,721,55,Free,0
T0003355,C00679,2026-02-09 02:00:00,Authentication,Email,Medium,0,860,49,Free,0
T0003356,C00352,2026-04-21 09:00:00,Messaging,Email,Medium,1,512,11,Free,1
T0003357,C00972,2026-01-26 17:00:00,Payments API,Email,Low,1,293,12,Free,0
T0003358,C00786,2026-01-16 23:00:00,Authentication,Email,Medium,0,699,61,Starter,0
T0003359,C00730,2026-04-25 18:00:00,Authentication,Chat,Medium,1,531,58,Starter,0
T0003360,C00801,2026-04-05 11:00:00,Payments API,Email,Medium,0,88,55,Business,0
T0003361,C01646,2026-01-06 03:00:00,Analytics,Web,Medium,1,332,52,Starter,0
T0003362,C00389,2026-02-12 17:00:00,Analytics,Chat,Medium,1,752,44,Free,0
T0003363,C00497,2026-02-05 17:00:00,Authentication,Web,Medium,2,525,63,Starter,0
T0003364,C01018,2026-05-03 16:00:00,Payments API,Web,Medium,1,721,62,Business,0
T0003365,C00085,2026-04-30 19:00:00,Analytics,Email,Medium,0,872,31,Free,0
T0003366,C00263,2026-05-15 13:00:00,Storage,Email,Medium,1,675,52,Starter,0
T0003367,C01020,2026-01-18 20:00:00,Payments API,Web,Medium,1,296,22,Starter,0
T0003368,C00918,2026-06-02 15:00:00,Storage,Web,High,1,155,64,Free,0
T0003369,C01176,2026-02-07 16:00:00,Authentication,Email,Medium,1,216,3,Business,1
T0003370,C00205,2026-06-28 15:00:00,Payments API,Web,Low,2,215,44,Free,0
T0003371,C01537,2026-06-06 22:00:00,Authentication,Chat,Medium,1,411,11,Business,0
T0003372,C00874,2026-03-24 16:00:00,Authentication,Email,Low,3,220,16,Starter,0
T0003373,C00280,2026-05-22 09:00:00,Analytics,Email,Medium,3,671,26,Business,0
T0003374,C00561,2026-05-01 16:00:00,Analytics,Web,Urgent,1,625,36,Free,0
T0003375,C00410,2026-05-20 06:00:00,Messaging,Chat,Medium,0,119,54,Enterprise,0
T0003376,C00815,2026-01-04 07:00:00,Payments API,Chat,Medium,3,273,20,Free,1
T0003377,C00845,2026-01-16 02:00:00,Storage,Email,Low,5,115,34,Free,1
T0003378,C00781,2026-06-12 21:00:00,Analytics,Email,Medium,0,144,66,Free,1
T0003379,C00830,2026-05-21 15:00:00,Analytics,Email,Medium,0,567,48,Free,0
T0003380,C01635,2026-04-21 20:00:00,Payments API,Chat,High,1,519,24,Enterprise,0
T0003381,C01727,2026-02-26 05:00:00,Storage,Web,Medium,3,224,11,Starter,0
T0003382,C00882,2026-03-17 20:00:00,Analytics,Web,Urgent,0,340,43,Starter,0
T0003383,C01734,2026-03-12 18:00:00,Storage,Email,Medium,4,828,5,Free,0
T0003384,C01474,2026-03-20 04:00:00,Analytics,Email,Low,1,448,31,Starter,0
T0003385,C01476,2026-04-24 02:00:00,Payments API,Email,Medium,0,735,57,Starter,0
T0003386,C00407,2026-05-17 10:00:00,Authentication,Web,Low,2,665,9,Free,0
T0003387,C00790,2026-03-11 01:00:00,Authentication,Chat,Low,0,291,47,Starter,0
T0003388,C00634,2026-05-31 00:00:00,Authentication,Web,Low,1,231,18,Starter,0
T0003389,C00174,2026-01-17 06:00:00,Storage,Chat,Medium,2,829,41,Enterprise,0
T0003390,C00136,2026-05-26 10:00:00,Authentication,Chat,Low,1,818,14,Free,0
T0003391,C01121,2026-05-02 18:00:00,Messaging,Chat,Urgent,2,181,19,Starter,0
T0003392,C00758,2026-04-02 21:00:00,Analytics,Chat,High,1,655,31,Enterprise,0
T0003393,C01487,2026-03-09 12:00:00,Payments API,Chat,Medium,3,178,24,Enterprise,0
T0003394,C01204,2026-03-08 19:00:00,Authentication,Email,Medium,1,741,35,Business,0
T0003395,C00154,2026-03-06 21:00:00,Authentication,Chat,Low,1,50,10,Starter,0
T0003396,C01509,2026-06-20 04:00:00,Authentication,Phone,Medium,1,389,21,Free,0
T0003397,C00893,2026-01-05 19:00:00,Messaging,Email,Low,1,339,70,Free,0
T0003398,C01019,2026-04-25 03:00:00,Storage,Web,Medium,1,540,64,Free,0
T0003399,C01739,2026-06-28 00:00:00,Payments API,Phone,Low,1,705,47,Starter,0
T0003400,C01153,2026-04-08 20:00:00,Payments API,Chat,Medium,2,712,8,Free,0
T0003401,C00041,2026-04-26 01:00:00,Analytics,Chat,Medium,0,346,9,Starter,0
T0003402,C00320,2026-04-18 16:00:00,Authentication,Email,Medium,3,70,32,Enterprise,0
T0003403,C00768,2026-04-02 01:00:00,Payments API,Web,Medium,2,838,58,Free,0
T0003404,C00067,2026-04-24 09:00:00,Payments API,Phone,Low,0,348,7,Starter,0
T0003405,C00302,2026-06-12 15:00:00,Authentication,Phone,Low,3,842,9,Free,0
T0003406,C01426,2026-05-09 08:00:00,Analytics,Email,Medium,1,129,49,Starter,0
T0003407,C00258,2026-06-02 22:00:00,Storage,Phone,Medium,1,672,19,Free,0
T0003408,C00301,2026-04-10 13:00:00,Authentication,Chat,Low,2,726,27,Business,1
T0003409,C00909,2026-05-20 04:00:00,Storage,Chat,High,3,199,9,Free,0
T0003410,C00165,2026-06-07 13:00:00,Messaging,Email,Low,0,875,61,Starter,0
T0003411,C00461,2026-02-08 03:00:00,Authentication,Email,Low,0,99,43,Starter,0
T0003412,C01688,2026-06-04 17:00:00,Storage,Chat,Medium,1,815,53,Starter,0
T0003413,C01137,2026-05-04 14:00:00,Storage,Chat,Low,2,237,4,Starter,0
T0003414,C01735,2026-03-21 14:00:00,Authentication,Phone,Medium,0,829,27,Business,0
T0003415,C00638,2026-05-20 08:00:00,Storage,Email,Low,1,304,69,Business,0
T0003416,C01110,2026-01-31 08:00:00,Analytics,Web,Medium,0,356,68,Free,0
T0003417,C00430,2026-05-06 17:00:00,Analytics,Chat,Medium,1,547,34,Business,0
T0003418,C00682,2026-04-14 19:00:00,Messaging,Email,Low,0,482,42,Free,0
T0003419,C00315,2026-06-09 20:00:00,Messaging,Email,Medium,1,803,59,Starter,1
T0003420,C01500,2026-04-22 17:00:00,Analytics,Web,Medium,2,368,27,Starter,0
T0003421,C00332,2026-04-05 15:00:00,Messaging,Web,Medium,2,342,47,Free,0
T0003422,C00369,2026-04-05 04:00:00,Authentication,Email,Medium,3,348,29,Starter,0
T0003423,C00835,2026-04-10 21:00:00,Authentication,Chat,Urgent,1,502,43,Business,1
T0003424,C00773,2026-06-10 07:00:00,Storage,Chat,Low,0,42,50,Starter,0
T0003425,C00565,2026-05-22 07:00:00,Payments API,Chat,High,3,494,5,Starter,0
T0003426,C00643,2026-01-17 17:00:00,Authentication,Web,Urgent,0,543,33,Free,0
T0003427,C00532,2026-04-06 19:00:00,Analytics,Web,Medium,0,364,42,Business,0
T0003428,C01643,2026-02-21 17:00:00,Authentication,Email,Low,1,737,47,Starter,0
T0003429,C01045,2026-01-30 14:00:00,Payments API,Email,High,2,54,35,Free,0
T0003430,C01656,2026-06-05 20:00:00,Payments API,Email,Medium,2,375,21,Starter,0
T0003431,C01777,2026-06-04 07:00:00,Messaging,Phone,Low,0,305,9,Business,0
T0003432,C01172,2026-06-19 02:00:00,Payments API,Chat,High,0,770,17,Business,0
T0003433,C01487,2026-03-12 21:00:00,Authentication,Email,Medium,3,647,58,Enterprise,0
T0003434,C00200,2026-03-18 15:00:00,Storage,Web,Medium,2,418,44,Starter,0
T0003435,C01709,2026-05-21 01:00:00,Storage,Chat,Medium,0,305,63,Business,0
T0003436,C00868,2026-02-04 16:00:00,Payments API,Chat,High,4,586,25,Business,0
T0003437,C01285,2026-01-10 18:00:00,Storage,Email,Medium,1,666,12,Business,0
T0003438,C00442,2026-03-17 15:00:00,Analytics,Web,High,1,40,61,Free,1
T0003439,C00172,2026-04-24 06:00:00,Payments API,Web,Low,2,888,49,Starter,0
T0003440,C01593,2026-03-24 02:00:00,Authentication,Email,Medium,1,570,62,Enterprise,0
T0003441,C00810,2026-02-08 00:00:00,Authentication,Email,Medium,1,381,6,Enterprise,0
T0003442,C00250,2026-04-04 12:00:00,Analytics,Email,Medium,0,285,25,Starter,0
T0003443,C01186,2026-06-19 16:00:00,Authentication,Web,Low,4,584,27,Business,0
T0003444,C00098,2026-02-19 09:00:00,Payments API,Email,Low,2,727,8,Free,0
T0003445,C00811,2026-03-14 00:00:00,Analytics,Chat,Low,1,773,63,Free,0
T0003446,C01268,2026-02-26 06:00:00,Payments API,Chat,Medium,3,31,29,Enterprise,0
T0003447,C01297,2026-02-22 20:00:00,Storage,Phone,Low,1,563,68,Free,0
T0003448,C00816,2026-04-29 00:00:00,Authentication,Chat,Medium,0,125,13,Business,0
T0003449,C00666,2026-03-09 10:00:00,Authentication,Chat,High,3,253,9,Business,0
T0003450,C01510,2026-04-22 22:00:00,Authentication,Chat,Medium,4,741,66,Business,0
T0003451,C00333,2026-01-04 13:00:00,Storage,Web,High,1,140,19,Starter,0
T0003452,C00135,2026-04-30 04:00:00,Messaging,Web,Medium,1,418,55,Starter,0
T0003453,C00283,2026-01-19 23:00:00,Messaging,Phone,High,1,43,54,Free,0
T0003454,C01442,2026-03-09 21:00:00,Analytics,Chat,Medium,2,263,19,Free,0
T0003455,C00846,2026-06-07 01:00:00,Analytics,Chat,Medium,2,499,38,Business,0
T0003456,C00068,2026-03-02 13:00:00,Storage,Chat,Medium,0,46,41,Starter,0
T0003457,C00304,2026-05-06 15:00:00,Storage,Web,Medium,1,822,20,Starter,0
T0003458,C00051,2026-03-05 06:00:00,Analytics,Web,Medium,0,342,23,Free,0
T0003459,C01466,2026-06-12 10:00:00,Analytics,Chat,Medium,2,83,39,Starter,0
T0003460,C00831,2026-06-21 05:00:00,Analytics,Chat,Medium,0,721,59,Starter,0
T0003461,C00123,2026-06-13 14:00:00,Messaging,Email,High,3,60,64,Free,0
T0003462,C00399,2026-03-13 03:00:00,Storage,Web,Urgent,0,490,71,Starter,1
T0003463,C01110,2026-02-27 03:00:00,Storage,Email,Medium,3,301,28,Free,0
T0003464,C01069,2026-04-20 02:00:00,Storage,Chat,Medium,1,132,47,Free,0
T0003465,C01475,2026-05-28 00:00:00,Analytics,Email,Medium,0,327,15,Starter,0
T0003466,C00047,2026-04-05 02:00:00,Analytics,Email,Medium,0,354,15,Starter,0
T0003467,C00125,2026-05-13 20:00:00,Storage,Email,Low,2,347,6,Free,0
T0003468,C00064,2026-06-07 17:00:00,Analytics,Web,High,2,330,15,Business,0
T0003469,C00710,2026-05-16 08:00:00,Analytics,Web,Medium,1,141,37,Starter,0
T0003470,C01309,2026-03-08 10:00:00,Storage,Chat,Low,0,121,41,Free,0
T0003471,C01194,2026-02-14 23:00:00,Authentication,Chat,Low,1,871,21,Enterprise,0
T0003472,C00379,2026-03-20 03:00:00,Payments API,Web,Medium,2,350,49,Starter,0
T0003473,C01184,2026-04-14 12:00:00,Storage,Web,Medium,2,875,47,Free,0
T0003474,C01182,2026-06-01 16:00:00,Analytics,Chat,Medium,1,150,68,Free,0
T0003475,C00345,2026-02-24 02:00:00,Analytics,Web,Medium,1,672,21,Business,1
T0003476,C01350,2026-01-29 23:00:00,Authentication,Web,Medium,1,649,23,Free,0
T0003477,C00761,2026-02-26 19:00:00,Analytics,Web,Medium,1,505,44,Business,0
T0003478,C00107,2026-04-17 23:00:00,Storage,Email,Low,1,227,18,Starter,0
T0003479,C00704,2026-02-11 18:00:00,Messaging,Chat,Low,0,228,24,Business,0
T0003480,C01386,2026-03-13 23:00:00,Authentication,Email,Medium,0,280,46,Free,0
T0003481,C01254,2026-02-16 04:00:00,Analytics,Web,Medium,1,636,64,Starter,0
T0003482,C00484,2026-06-27 10:00:00,Authentication,Web,Low,3,161,44,Starter,0
T0003483,C01363,2026-04-03 06:00:00,Analytics,Phone,Medium,3,187,62,Starter,0
T0003484,C00702,2026-05-10 20:00:00,Storage,Email,Low,0,721,41,Starter,0
T0003485,C00829,2026-04-04 15:00:00,Messaging,Chat,Low,1,34,40,Business,0
T0003486,C00156,2026-01-02 21:00:00,Payments API,Web,Low,0,838,51,Starter,0
T0003487,C01795,2026-02-17 12:00:00,Authentication,Web,Medium,0,722,38,Business,0
T0003488,C01510,2026-06-01 02:00:00,Messaging,Web,Low,1,197,40,Business,0
T0003489,C00351,2026-04-03 00:00:00,Authentication,Email,High,1,180,13,Starter,0
T0003490,C01010,2026-05-07 13:00:00,Payments API,Phone,Medium,0,488,5,Starter,0
T0003491,C01405,2026-05-18 02:00:00,Payments API,Phone,Medium,4,407,57,Free,1
T0003492,C00909,2026-04-11 23:00:00,Messaging,Phone,Urgent,0,821,22,Free,0
T0003493,C00380,2026-04-14 22:00:00,Authentication,Chat,Low,2,311,70,Business,0
T0003494,C01744,2026-02-12 12:00:00,Authentication,Web,Medium,1,850,64,Enterprise,0
T0003495,C00484,2026-02-14 20:00:00,Analytics,Email,Medium,0,524,9,Starter,1
T0003496,C00603,2026-01-27 21:00:00,Analytics,Email,Low,1,150,49,Business,0
T0003497,C00669,2026-02-23 13:00:00,Authentication,Email,Low,0,378,60,Free,0
T0003498,C01604,2026-04-24 02:00:00,Authentication,Chat,Medium,1,551,51,Business,0
T0003499,C00901,2026-06-17 02:00:00,Authentication,Phone,Low,1,278,53,Starter,0
T0003500,C01296,2026-03-21 04:00:00,Storage,Chat,Medium,2,469,36,Starter,0
T0003501,C01623,2026-04-19 08:00:00,Payments API,Chat,Medium,2,597,48,Business,1
T0003502,C01672,2026-06-05 02:00:00,Authentication,Web,Low,1,385,32,Starter,0
T0003503,C01542,2026-05-02 22:00:00,Analytics,Chat,High,4,729,45,Free,1
T0003504,C01635,2026-02-17 05:00:00,Payments API,Chat,High,1,738,58,Enterprise,0
T0003505,C01707,2026-02-20 14:00:00,Authentication,Chat,High,0,870,8,Free,1
T0003506,C01784,2026-04-25 18:00:00,Payments API,Chat,Low,1,52,67,Free,0
T0003507,C01158,2026-02-21 19:00:00,Analytics,Chat,Urgent,0,165,68,Free,0
T0003508,C00238,2026-02-14 19:00:00,Messaging,Web,Medium,3,762,12,Business,0
T0003509,C00204,2026-04-17 13:00:00,Analytics,Chat,Medium,2,762,19,Free,0
T0003510,C01433,2026-04-25 12:00:00,Messaging,Chat,Medium,1,234,12,Free,1
T0003511,C00570,2026-02-15 14:00:00,Analytics,Chat,Medium,2,886,55,Starter,0
T0003512,C01449,2026-01-09 16:00:00,Authentication,Phone,Medium,3,155,6,Starter,0
T0003513,C01683,2026-05-19 06:00:00,Storage,Chat,Medium,4,822,19,Business,0
T0003514,C01160,2026-03-12 12:00:00,Analytics,Web,Medium,1,578,17,Business,0
T0003515,C01376,2026-04-24 22:00:00,Authentication,Chat,Low,3,828,48,Free,0
T0003516,C00502,2026-02-01 02:00:00,Messaging,Email,Low,1,849,59,Business,0
T0003517,C00783,2026-02-26 14:00:00,Analytics,Chat,Medium,4,160,16,Starter,0
T0003518,C01738,2026-04-20 01:00:00,Analytics,Email,Medium,0,481,41,Free,0
T0003519,C01471,2026-01-23 08:00:00,Messaging,Email,Medium,2,349,60,Enterprise,0
T0003520,C00368,2026-02-27 00:00:00,Payments API,Email,Medium,0,868,32,Starter,0
T0003521,C01686,2026-05-10 09:00:00,Analytics,Web,Medium,3,867,11,Free,1
T0003522,C00900,2026-05-19 21:00:00,Authentication,Chat,Low,3,564,37,Starter,0
T0003523,C01519,2026-03-05 12:00:00,Analytics,Chat,Medium,2,265,52,Free,0
T0003524,C00939,2026-01-21 15:00:00,Authentication,Chat,Low,5,548,63,Business,0
T0003525,C01088,2026-01-05 16:00:00,Messaging,Chat,High,2,547,20,Business,1
T0003526,C00292,2026-04-11 02:00:00,Storage,Web,Medium,1,191,59,Free,0
T0003527,C00610,2026-05-05 20:00:00,Messaging,Phone,High,0,633,26,Starter,0
T0003528,C01301,2026-04-17 20:00:00,Authentication,Web,Low,2,159,56,Free,0
T0003529,C01517,2026-03-14 22:00:00,Messaging,Email,Medium,2,91,46,Free,0
T0003530,C00160,2026-01-04 23:00:00,Analytics,Phone,Medium,2,578,16,Business,0
T0003531,C00139,2026-02-10 17:00:00,Authentication,Web,Low,1,740,53,Business,0
T0003532,C01248,2026-01-07 11:00:00,Storage,Email,Medium,1,84,49,Free,0
T0003533,C00805,2026-03-25 04:00:00,Payments API,Chat,Low,1,556,62,Free,0
T0003534,C01528,2026-02-25 11:00:00,Analytics,Chat,Low,0,876,25,Starter,0
T0003535,C00123,2026-01-13 18:00:00,Analytics,Web,Medium,0,868,10,Free,0
T0003536,C00629,2026-04-20 15:00:00,Storage,Chat,Medium,0,272,35,Starter,0
T0003537,C00064,2026-03-08 15:00:00,Analytics,Email,Medium,2,885,65,Business,0
T0003538,C01277,2026-06-23 06:00:00,Analytics,Email,Medium,1,433,12,Free,0
T0003539,C01545,2026-03-17 03:00:00,Storage,Chat,Low,1,124,21,Starter,1
T0003540,C00283,2026-01-17 08:00:00,Storage,Web,Medium,2,188,36,Free,0
T0003541,C00584,2026-05-07 21:00:00,Payments API,Chat,Medium,0,475,60,Starter,0
T0003542,C01523,2026-05-07 13:00:00,Storage,Email,Medium,1,421,67,Business,0
T0003543,C00075,2026-06-17 06:00:00,Messaging,Chat,Medium,2,136,71,Free,0
T0003544,C01714,2026-05-05 16:00:00,Storage,Phone,Low,1,231,49,Business,0
T0003545,C01597,2026-03-07 02:00:00,Payments API,Email,Medium,3,595,4,Free,0
T0003546,C00275,2026-05-01 12:00:00,Payments API,Chat,Low,1,759,5,Starter,0
T0003547,C00251,2026-05-24 16:00:00,Analytics,Chat,Medium,2,381,71,Starter,0
T0003548,C01246,2026-04-03 21:00:00,Storage,Email,Medium,2,85,61,Free,0
T0003549,C00019,2026-05-24 01:00:00,Authentication,Web,Medium,3,485,44,Business,0
T0003550,C00911,2026-06-24 00:00:00,Messaging,Phone,Low,1,392,48,Business,0
T0003551,C00119,2026-05-16 20:00:00,Analytics,Chat,Medium,0,526,24,Starter,1
T0003552,C00957,2026-04-01 07:00:00,Analytics,Chat,Medium,1,697,32,Business,0
T0003553,C00631,2026-03-30 17:00:00,Storage,Email,Medium,1,660,59,Business,0
T0003554,C01272,2026-05-31 21:00:00,Authentication,Chat,Medium,1,799,33,Starter,0
T0003555,C01586,2026-06-07 02:00:00,Messaging,Email,Medium,2,718,13,Enterprise,0
T0003556,C00880,2026-02-17 06:00:00,Messaging,Chat,Low,1,871,55,Starter,0
T0003557,C01156,2026-01-02 18:00:00,Payments API,Email,Medium,3,403,28,Free,0
T0003558,C01081,2026-05-26 03:00:00,Storage,Web,High,0,79,21,Free,0
