ticket_id,customer_id,created_date,product,channel,priority,customer_plan,previous_tickets_30d,message_length,agent_experience_months,monthly_spend,months_active,sla_breach,breach_probability,priority_score,recommended_action,risk_reasons
T0002945,C00307,2026-02-28,Storage,Email,Medium,Starter,0,620,57,57.21,5,0,0.3393341500078769,46.93341500078769,NORMAL QUEUE,Long customer message
T0002946,C01127,2026-04-02,Analytics,Email,Medium,Starter,0,250,52,93.83,2,0,0.4015095497037233,53.15095497037233,MONITOR,No major risk drivers
T0002947,C00974,2026-04-30,Authentication,Chat,Medium,Business,0,79,34,20.9,23,0,0.36636984716630305,53.63698471663031,MONITOR,No major risk drivers
T0002948,C00217,2026-02-06,Storage,Phone,Medium,Free,0,778,35,134.66,28,0,0.4071578769907503,50.71578769907503,MONITOR,Long customer message • Phone support
T0002949,C01294,2026-01-24,Authentication,Web,Urgent,Starter,0,673,7,85.4,11,0,0.8724760935239756,120.24760935239756,ESCALATE,Urgent priority • Long customer message • Less-experienced agent
T0002950,C00106,2026-06-03,Analytics,Chat,High,Business,3,341,10,111.96,26,0,0.7141783199934572,98.41783199934572,PRIORITIZE,High priority • Less-experienced agent
T0002951,C01784,2026-02-23,Payments API,Phone,Low,Free,1,147,62,50.15,31,0,0.3554060362576323,35.540603625763225,MONITOR,Payments product • Phone support
T0002952,C00282,2026-03-03,Authentication,Chat,Medium,Free,1,662,14,23.43,40,0,0.5180733672781321,61.807336727813215,MONITOR,Long customer message
T0002953,C00802,2026-04-17,Analytics,Chat,Medium,Starter,1,161,64,113.61,36,0,0.31836311831095004,44.836311831095,NORMAL QUEUE,No major risk drivers
T0002954,C01482,2026-01-19,Storage,Phone,Medium,Free,1,366,61,80.72,16,0,0.33410912094791007,43.41091209479101,NORMAL QUEUE,Phone support
T0002955,C00926,2026-01-09,Storage,Web,Low,Free,0,330,4,85.38,15,0,0.38847812684413197,38.8478126844132,MONITOR,Less-experienced agent
T0002956,C01339,2026-03-16,Analytics,Chat,High,Business,1,533,65,21.39,2,0,0.4910582506032515,76.10582506032515,MONITOR,High priority
T0002957,C01267,2026-06-24,Analytics,Chat,Medium,Free,3,579,48,27.24,5,0,0.4650871723279445,56.50871723279445,MONITOR,No major risk drivers
T0002958,C01708,2026-04-14,Analytics,Phone,Low,Starter,1,579,33,61.53,13,0,0.41313064015221324,44.31306401522132,MONITOR,Phone support
T0002959,C00836,2026-04-15,Authentication,Email,Low,Starter,1,783,6,60.67,19,0,0.5625522898879518,59.25522898879518,PRIORITIZE,Long customer message • Less-experienced agent
T0002960,C01763,2026-04-20,Messaging,Chat,Medium,Free,0,231,52,68.51,46,0,0.2928491072531206,39.28491072531206,NORMAL QUEUE,No major risk drivers
T0002961,C00931,2026-06-04,Payments API,Chat,Medium,Free,3,340,36,38.25,46,0,0.530119297113426,63.011929711342596,MONITOR,Payments product
T0002962,C01608,2026-05-31,Storage,Phone,Medium,Free,0,289,56,61.29,6,0,0.31463811988070894,41.463811988070894,NORMAL QUEUE,Phone support
T0002963,C01319,2026-01-05,Messaging,Email,Low,Business,2,626,34,25.61,39,0,0.3803557167116233,45.03557167116233,MONITOR,Long customer message
T0002964,C00240,2026-04-08,Payments API,Email,Low,Free,1,255,43,54.46,47,0,0.4150113105698178,41.501131056981784,MONITOR,Payments product
T0002965,C01159,2026-04-09,Analytics,Chat,Medium,Starter,0,644,23,158.22,23,0,0.4614337880659129,59.143378806591286,MONITOR,Long customer message
T0002966,C01582,2026-02-10,Messaging,Email,Medium,Starter,2,409,8,22.17,43,0,0.547160339985229,67.7160339985229,MONITOR,Less-experienced agent
T0002967,C00232,2026-06-25,Authentication,Web,Low,Starter,0,590,67,26.47,13,0,0.3087008744714481,33.87008744714481,NORMAL QUEUE,No major risk drivers
T0002968,C01510,2026-02-17,Authentication,Chat,Medium,Business,0,72,5,7.48,21,1,0.45184870602140664,62.18487060214066,MONITOR,Less-experienced agent
T0002969,C00190,2026-05-31,Payments API,Web,Low,Free,1,560,14,27.42,46,0,0.5006859251548564,50.06859251548564,MONITOR,Payments product
T0002970,C01568,2026-01-19,Authentication,Web,High,Free,1,892,17,80.77,28,0,0.7525026292720653,95.25026292720653,ESCALATE,High priority • Long customer message
T0002971,C01421,2026-04-19,Messaging,Chat,High,Business,1,718,32,50.16,47,0,0.559364018816932,82.9364018816932,PRIORITIZE,High priority • Long customer message
T0002972,C00274,2026-05-13,Messaging,Web,Low,Starter,1,282,21,104.62,4,0,0.4306988171771729,46.06988171771729,MONITOR,No major risk drivers
T0002973,C01308,2026-04-01,Authentication,Email,High,Starter,2,387,3,37.02,39,0,0.7807790417271201,101.07790417271201,ESCALATE,High priority • Less-experienced agent
T0002974,C00211,2026-01-20,Authentication,Chat,Medium,Starter,3,409,15,42.2,10,0,0.6029256496010766,73.29256496010765,PRIORITIZE,No major risk drivers
T0002975,C01023,2026-01-23,Analytics,Chat,High,Enterprise,2,153,71,23.17,16,0,0.4487908825235163,76.87908825235164,MONITOR,High priority • Enterprise customer
T0002976,C01663,2026-04-20,Messaging,Email,Medium,Business,3,268,33,99.33,1,1,0.5285262066610751,69.8526206661075,MONITOR,No major risk drivers
T0002977,C00371,2026-06-05,Messaging,Email,High,Business,0,97,18,31.8,14,0,0.6062981079499495,87.62981079499495,PRIORITIZE,High priority
T0002978,C00313,2026-04-18,Messaging,Chat,Medium,Free,3,369,42,39.35,24,0,0.4419779770772129,54.19779770772129,MONITOR,No major risk drivers
T0002979,C00762,2026-01-19,Messaging,Chat,Low,Free,0,672,12,64.13,10,0,0.3943069915374925,39.43069915374925,MONITOR,Long customer message • Less-experienced agent
T0002980,C00664,2026-05-22,Storage,Web,Urgent,Free,1,817,13,13.33,25,0,0.8104872077489627,111.04872077489627,ESCALATE,Urgent priority • Long customer message
T0002981,C00088,2026-03-24,Storage,Email,High,Starter,0,524,26,19.07,9,0,0.5940072579867095,82.40072579867095,PRIORITIZE,High priority
T0002982,C00821,2026-01-14,Storage,Email,Low,Free,1,634,48,23.89,9,0,0.3184644915575263,31.84644915575263,NORMAL QUEUE,Long customer message
T0002983,C00468,2026-03-08,Analytics,Phone,Medium,Enterprise,2,796,22,21.87,47,0,0.4766832648032113,69.66832648032113,MONITOR,Long customer message • Phone support • Enterprise customer
T0002984,C00224,2026-02-06,Payments API,Email,Urgent,Enterprise,2,463,57,49.94,22,1,0.8069871001050702,122.69871001050703,ESCALATE,Urgent priority • Payments product • Enterprise customer
T0002985,C00497,2026-06-27,Payments API,Phone,Medium,Starter,1,518,28,9.51,20,0,0.5563293243820446,68.63293243820446,PRIORITIZE,Payments product • Phone support
T0002986,C00038,2026-06-13,Messaging,Web,Medium,Starter,2,623,70,13.41,3,1,0.3861757288375194,51.61757288375194,MONITOR,Long customer message
T0002987,C01648,2026-01-20,Storage,Chat,Low,Business,2,136,58,16.69,9,0,0.2247561851612329,29.47561851612329,NORMAL QUEUE,No major risk drivers
T0002988,C01790,2026-04-14,Messaging,Chat,Medium,Free,1,461,57,126.92,5,0,0.37586106389041735,47.58610638904173,MONITOR,No major risk drivers
T0002989,C00662,2026-01-02,Messaging,Web,Medium,Business,0,488,33,66.72,7,0,0.40169084379001163,57.16908437900116,MONITOR,No major risk drivers
T0002990,C01578,2026-03-24,Payments API,Phone,Medium,Business,2,207,52,46.36,2,0,0.4939767231896676,66.39767231896676,MONITOR,Payments product • Phone support
T0002991,C00831,2026-01-29,Authentication,Web,Medium,Starter,2,431,12,111.79,9,1,0.6363034816250885,76.63034816250885,PRIORITIZE,Less-experienced agent
T0002992,C01643,2026-05-15,Messaging,Web,Medium,Starter,1,286,10,32.42,17,0,0.506379196776933,63.6379196776933,MONITOR,Less-experienced agent
T0002993,C00312,2026-01-13,Payments API,Chat,Low,Starter,2,621,8,63.11,31,0,0.5461633387048098,57.61633387048098,MONITOR,Long customer message • Payments product • Less-experienced agent
T0002994,C00513,2026-06-12,Messaging,Email,Medium,Free,2,454,53,33.25,2,0,0.452360531154544,55.236053115454396,MONITOR,No major risk drivers
T0002995,C01332,2026-02-11,Analytics,Phone,Low,Starter,0,312,25,49.41,27,0,0.36894371102788137,39.894371102788135,MONITOR,Phone support
T0002996,C00397,2026-02-17,Payments API,Email,Medium,Business,0,671,50,22.22,21,0,0.443349250380437,61.3349250380437,MONITOR,Long customer message • Payments product
T0002997,C01483,2026-06-09,Messaging,Chat,High,Starter,1,691,26,21.15,15,0,0.6267195543641281,85.67195543641282,PRIORITIZE,High priority • Long customer message
T0002998,C00767,2026-06-12,Authentication,Chat,Medium,Free,0,76,31,13.87,35,0,0.3921123377428535,49.21123377428535,MONITOR,No major risk drivers
T0002999,C00728,2026-01-18,Authentication,Web,Low,Free,2,570,12,41.88,26,0,0.5360757983237625,53.60757983237625,MONITOR,Less-experienced agent
T0003000,C00816,2026-01-20,Authentication,Web,High,Business,0,351,70,116.48,18,0,0.5269017638705178,79.69017638705178,MONITOR,High priority
T0003001,C01437,2026-06-03,Messaging,Chat,Low,Free,1,71,13,20.75,30,0,0.35679245626956335,35.67924562695634,MONITOR,No major risk drivers
T0003002,C00011,2026-06-25,Authentication,Email,Low,Starter,0,144,19,77.28,14,0,0.4524232012805935,48.24232012805935,MONITOR,No major risk drivers
T0003003,C01352,2026-03-29,Storage,Email,High,Business,4,247,66,19.28,44,0,0.5312911905889359,80.1291190588936,MONITOR,High priority • Frequent recent contact
T0003004,C01403,2026-01-30,Storage,Email,Low,Enterprise,1,601,58,28.39,33,0,0.23237049663819637,35.23704966381963,NORMAL QUEUE,Long customer message • Enterprise customer
T0003005,C01479,2026-01-28,Authentication,Phone,Medium,Starter,0,416,63,63.74,46,0,0.36651776277894316,49.651776277894314,MONITOR,Phone support
T0003006,C01795,2026-02-17,Payments API,Email,High,Business,0,219,46,20.7,34,1,0.5970894468975415,86.70894468975415,PRIORITIZE,High priority • Payments product
T0003007,C01409,2026-05-04,Analytics,Phone,Low,Business,3,773,21,55.77,17,0,0.4992746181681458,56.92746181681458,MONITOR,Long customer message • Phone support
T0003008,C00952,2026-01-18,Messaging,Email,Medium,Free,0,333,25,54.41,28,0,0.44128355892283555,54.12835589228356,MONITOR,No major risk drivers
T0003009,C00840,2026-04-26,Analytics,Web,Medium,Starter,1,836,47,99.95,46,0,0.4338595873998087,56.385958739980865,MONITOR,Long customer message
T0003010,C00699,2026-05-25,Messaging,Chat,Medium,Starter,0,386,65,47.38,42,0,0.26555398226068855,39.55539822606886,NORMAL QUEUE,No major risk drivers
T0003011,C01489,2026-01-26,Messaging,Web,Medium,Business,1,548,71,55.65,25,0,0.3103827758665482,48.03827758665482,NORMAL QUEUE,No major risk drivers
T0003012,C00707,2026-06-27,Authentication,Chat,Medium,Business,2,398,22,20.64,1,0,0.5162275517835334,68.62275517835334,MONITOR,No major risk drivers
T0003013,C01031,2026-06-27,Payments API,Web,High,Starter,2,341,4,43.09,20,0,0.7989475842060256,102.89475842060256,ESCALATE,High priority • Payments product • Less-experienced agent
T0003014,C00173,2026-02-23,Authentication,Web,High,Free,1,508,11,71.96,29,1,0.744411186085331,94.4411186085331,PRIORITIZE,High priority • Less-experienced agent
T0003015,C00572,2026-01-21,Messaging,Email,Medium,Business,2,507,26,49.91,26,0,0.49111494228454416,66.11149422845442,MONITOR,No major risk drivers
T0003016,C00480,2026-02-28,Payments API,Phone,Medium,Starter,0,124,67,43.58,34,0,0.37075989154396133,50.07598915439613,MONITOR,Payments product • Phone support
T0003017,C00784,2026-02-16,Storage,Chat,Medium,Starter,2,890,48,61.08,31,0,0.3751777548793141,50.51777548793141,MONITOR,Long customer message
T0003018,C00904,2026-02-20,Payments API,Email,Medium,Starter,1,733,28,23.21,40,0,0.5656465941687422,69.56465941687422,PRIORITIZE,Long customer message • Payments product
T0003019,C01290,2026-06-16,Authentication,Chat,Low,Starter,1,427,53,61.28,8,0,0.3497953907262525,37.97953907262525,NORMAL QUEUE,No major risk drivers
T0003020,C00778,2026-01-28,Authentication,Chat,Medium,Free,1,505,20,39.9,43,0,0.49076443950204934,59.07644395020493,MONITOR,No major risk drivers
T0003021,C00271,2026-02-27,Messaging,Web,Medium,Free,0,550,4,8.24,24,0,0.4933525067914612,59.33525067914612,MONITOR,Less-experienced agent
T0003022,C00982,2026-05-22,Analytics,Web,Medium,Business,2,496,21,220.93,30,0,0.5502681791320118,72.02681791320117,PRIORITIZE,No major risk drivers
T0003023,C00099,2026-01-11,Analytics,Chat,Low,Free,1,390,55,28.51,33,1,0.27284879453471805,27.284879453471806,NORMAL QUEUE,No major risk drivers
T0003024,C01529,2026-01-11,Storage,Web,Medium,Free,2,273,12,86.13,43,0,0.4795814152326299,57.958141523262995,MONITOR,Less-experienced agent
T0003025,C01388,2026-02-24,Analytics,Email,Urgent,Starter,0,174,57,34.52,40,0,0.7035946624228387,103.35946624228387,PRIORITIZE,Urgent priority
T0003026,C00406,2026-06-24,Messaging,Chat,Low,Business,1,34,55,104.14,29,0,0.24067989032376583,31.067989032376584,NORMAL QUEUE,No major risk drivers
T0003027,C00474,2026-06-01,Analytics,Web,Medium,Free,0,104,50,61.27,45,0,0.33444500263682925,43.444500263682926,NORMAL QUEUE,No major risk drivers
T0003028,C00050,2026-06-16,Payments API,Email,Low,Free,0,559,22,60.95,20,1,0.49245886442599046,49.245886442599044,MONITOR,Payments product
T0003029,C00656,2026-06-05,Authentication,Chat,Medium,Starter,1,440,55,14.78,21,0,0.39053480222275466,52.05348022227547,MONITOR,No major risk drivers
T0003030,C00069,2026-01-22,Analytics,Email,Low,Free,0,445,3,69.27,37,0,0.4514751453712194,45.14751453712194,MONITOR,Less-experienced agent
T0003031,C01686,2026-03-14,Analytics,Email,High,Free,0,686,12,46.6,12,0,0.7055333866063103,90.55333866063103,PRIORITIZE,High priority • Long customer message • Less-experienced agent
T0003032,C00242,2026-04-06,Storage,Email,Medium,Business,3,377,71,31.66,16,0,0.3385571278360308,50.85571278360308,NORMAL QUEUE,No major risk drivers
T0003033,C01187,2026-01-30,Messaging,Email,High,Starter,0,339,68,36.94,34,0,0.48020217421136513,71.02021742113652,MONITOR,High priority
T0003034,C01027,2026-06-28,Analytics,Chat,Low,Enterprise,0,503,51,89.38,34,0,0.2339763319826117,35.39763319826117,NORMAL QUEUE,Enterprise customer
T0003035,C00427,2026-04-19,Authentication,Phone,High,Free,1,486,30,23.3,21,0,0.6957308647174071,89.57308647174071,PRIORITIZE,High priority • Phone support
T0003036,C01455,2026-06-03,Messaging,Email,Low,Starter,2,646,5,42.95,21,0,0.524334036451399,55.4334036451399,MONITOR,Long customer message • Less-experienced agent
T0003037,C00196,2026-02-16,Payments API,Web,Low,Free,1,879,43,14.09,38,0,0.43486046517834703,43.4860465178347,MONITOR,Long customer message • Payments product
T0003038,C01597,2026-05-09,Payments API,Web,High,Free,1,505,69,26.48,17,0,0.6115440594277224,81.15440594277223,PRIORITIZE,High priority • Payments product
T0003039,C01333,2026-01-20,Authentication,Email,Medium,Starter,0,81,69,83.94,9,0,0.3760068144597992,50.60068144597992,MONITOR,No major risk drivers
T0003040,C01144,2026-01-05,Storage,Email,Medium,Business,0,405,64,31.05,22,0,0.26224950546052944,43.224950546052945,NORMAL QUEUE,No major risk drivers
T0003041,C01584,2026-04-26,Storage,Email,Medium,Free,3,197,69,35.65,40,0,0.3422321244018176,44.22321244018176,NORMAL QUEUE,No major risk drivers
T0003042,C00726,2026-01-13,Authentication,Web,Medium,Free,1,892,43,51.49,12,0,0.5162845827818717,61.628458278187175,MONITOR,Long customer message
T0003043,C00507,2026-02-19,Messaging,Web,Low,Starter,1,456,4,39.38,40,1,0.44110810957853397,47.110810957853396,MONITOR,Less-experienced agent
T0003044,C00279,2026-05-23,Authentication,Chat,High,Business,2,541,39,72.16,32,0,0.6407111219125183,91.07111219125183,PRIORITIZE,High priority
T0003045,C01664,2026-03-31,Storage,Email,Medium,Free,1,471,8,44.93,31,0,0.48608981268731166,58.60898126873116,MONITOR,Less-experienced agent
T0003046,C00723,2026-03-09,Authentication,Email,High,Free,1,267,32,37.26,45,0,0.6697913473344809,86.97913473344809,PRIORITIZE,High priority
T0003047,C01493,2026-02-22,Storage,Chat,Medium,Starter,3,221,47,50.44,25,0,0.37215910242910377,50.215910242910375,MONITOR,No major risk drivers
T0003048,C00599,2026-05-01,Analytics,Email,Medium,Enterprise,4,226,47,10.79,17,0,0.4675144855110144,68.75144855110145,MONITOR,Frequent recent contact • Enterprise customer
T0003049,C01719,2026-06-21,Storage,Chat,Medium,Starter,2,485,46,66.49,21,0,0.36603014343950885,49.60301434395088,MONITOR,No major risk drivers
T0003050,C01567,2026-05-14,Messaging,Chat,Low,Free,3,442,8,74.16,17,0,0.4952336461619051,49.523364616190506,MONITOR,Less-experienced agent
T0003051,C00555,2026-03-06,Messaging,Web,High,Free,2,360,10,53.6,19,0,0.7225774210991885,92.25774210991885,PRIORITIZE,High priority • Less-experienced agent
T0003052,C00877,2026-03-17,Payments API,Email,High,Starter,5,145,66,44.86,44,1,0.7239848060076863,95.39848060076864,PRIORITIZE,High priority • Frequent recent contact • Payments product
T0003053,C01430,2026-01-19,Storage,Chat,Medium,Starter,0,90,6,23.62,33,0,0.3676754491763707,49.76754491763707,MONITOR,Less-experienced agent
T0003054,C00408,2026-01-26,Payments API,Chat,High,Business,1,54,4,66.24,46,1,0.6915572274820063,96.15572274820063,PRIORITIZE,High priority • Payments product • Less-experienced agent
T0003055,C00043,2026-02-18,Storage,Web,Low,Business,1,66,17,33.52,23,0,0.31748383704753014,38.74838370475301,NORMAL QUEUE,No major risk drivers
T0003056,C00520,2026-03-11,Payments API,Chat,Low,Business,4,516,6,19.48,7,0,0.5956513085797078,66.56513085797079,PRIORITIZE,Frequent recent contact • Payments product • Less-experienced agent
T0003057,C01064,2026-06-28,Storage,Chat,Low,Starter,2,259,10,16.42,47,0,0.3492124282595446,37.921242825954465,NORMAL QUEUE,Less-experienced agent
T0003058,C00246,2026-06-06,Messaging,Email,Medium,Business,1,385,61,59.27,12,0,0.3567150453646136,52.67150453646136,MONITOR,No major risk drivers
T0003059,C00601,2026-01-21,Analytics,Web,Medium,Starter,1,333,52,55.18,44,0,0.37455614030194767,50.455614030194766,MONITOR,No major risk drivers
T0003060,C01654,2026-03-01,Storage,Chat,Low,Free,0,735,49,10.73,31,0,0.2281995052919284,22.81995052919284,NORMAL QUEUE,Long customer message
T0003061,C00136,2026-01-11,Analytics,Web,Medium,Free,1,115,33,21.35,21,0,0.4298508163233278,52.98508163233278,MONITOR,No major risk drivers
T0003062,C00091,2026-01-12,Payments API,Web,Medium,Free,1,34,33,21.61,28,0,0.49676085767429257,59.67608576742926,MONITOR,Payments product
T0003063,C00763,2026-03-09,Payments API,Web,Medium,Free,1,542,26,14.7,20,0,0.5584491362692702,65.84491362692702,PRIORITIZE,Payments product
T0003064,C00024,2026-06-22,Storage,Web,Low,Business,3,651,18,75.64,15,0,0.4388125171677437,50.88125171677437,MONITOR,Long customer message
T0003065,C00051,2026-02-03,Analytics,Chat,Low,Free,1,309,36,44.68,16,1,0.3368369269094738,33.68369269094738,NORMAL QUEUE,No major risk drivers
T0003066,C00330,2026-05-03,Storage,Email,Medium,Free,2,651,40,42.02,8,0,0.4551703876829212,55.51703876829212,MONITOR,Long customer message
T0003067,C00185,2026-03-12,Payments API,Phone,Low,Business,0,67,28,47.54,32,0,0.3849951734519067,45.49951734519067,MONITOR,Payments product • Phone support
T0003068,C01460,2026-04-08,Payments API,Web,Medium,Starter,0,757,51,18.99,14,0,0.46449554326446024,59.44955432644603,MONITOR,Long customer message • Payments product
T0003069,C00221,2026-06-06,Storage,Phone,Medium,Starter,1,390,65,51.48,35,0,0.30030505463843143,43.03050546384314,NORMAL QUEUE,Phone support
T0003070,C00943,2026-05-30,Payments API,Chat,High,Free,1,738,13,25.53,42,0,0.7253923004662985,92.53923004662985,PRIORITIZE,High priority • Long customer message • Payments product
T0003071,C01270,2026-05-30,Messaging,Phone,Low,Starter,3,741,33,72.11,2,0,0.4962988606552058,52.62988606552058,MONITOR,Long customer message • Phone support
T0003072,C01127,2026-03-16,Analytics,Email,Low,Starter,2,875,60,93.83,2,0,0.41487933790282644,44.487933790282646,MONITOR,Long customer message
T0003073,C01177,2026-01-09,Authentication,Chat,Medium,Starter,1,439,65,88.82,20,0,0.38316830085126347,51.31683008512635,MONITOR,No major risk drivers
T0003074,C00644,2026-06-27,Payments API,Chat,Low,Free,1,141,8,33.45,33,0,0.46722354056029153,46.722354056029154,MONITOR,Payments product • Less-experienced agent
T0003075,C01600,2026-06-28,Analytics,Email,Medium,Free,4,608,43,29.85,2,0,0.5786608635554797,67.86608635554798,PRIORITIZE,Frequent recent contact • Long customer message
T0003076,C00124,2026-06-04,Messaging,Email,Medium,Starter,1,322,59,71.6,27,0,0.37756609786976625,50.756609786976625,MONITOR,No major risk drivers
T0003077,C00194,2026-03-27,Authentication,Email,Low,Business,0,669,61,46.37,35,0,0.3055513564422528,37.555135644225274,NORMAL QUEUE,Long customer message
T0003078,C01542,2026-02-20,Authentication,Email,High,Free,3,861,47,33.55,3,1,0.7552539159320831,95.52539159320831,ESCALATE,High priority • Long customer message
T0003079,C00124,2026-02-01,Storage,Phone,Medium,Starter,0,31,27,71.6,27,0,0.3649155544647349,49.49155544647349,MONITOR,Phone support
T0003080,C00346,2026-03-08,Authentication,Phone,Medium,Business,1,752,18,28.11,3,0,0.5630322210104333,73.30322210104333,PRIORITIZE,Long customer message • Phone support
T0003081,C00312,2026-03-02,Storage,Web,High,Starter,1,39,3,63.11,31,0,0.6415516840139764,87.15516840139765,PRIORITIZE,High priority • Less-experienced agent
T0003082,C00060,2026-02-19,Messaging,Phone,High,Free,1,735,29,68.84,17,1,0.6754542672048356,87.54542672048356,PRIORITIZE,High priority • Long customer message • Phone support
T0003083,C00211,2026-06-21,Authentication,Web,Low,Starter,0,857,5,42.2,10,0,0.5195203734738165,54.952037347381655,MONITOR,Long customer message • Less-experienced agent
T0003084,C01031,2026-04-29,Analytics,Phone,Medium,Starter,2,525,44,43.09,20,0,0.47390423070400084,60.39042307040008,MONITOR,Phone support
T0003085,C01191,2026-02-10,Analytics,Email,Medium,Starter,2,50,6,58.83,23,0,0.5728245336002118,70.28245336002118,PRIORITIZE,Less-experienced agent
T0003086,C00150,2026-04-26,Storage,Email,Medium,Free,2,856,20,45.65,40,1,0.5022694346004809,60.22694346004809,MONITOR,Long customer message
T0003087,C01697,2026-05-07,Analytics,Web,Medium,Free,0,225,37,71.44,36,0,0.39067462902481875,49.06746290248188,MONITOR,No major risk drivers
T0003088,C00173,2026-04-05,Messaging,Chat,Medium,Free,0,406,25,71.96,29,0,0.3954518728705276,49.545187287052755,MONITOR,No major risk drivers
T0003089,C01237,2026-06-20,Payments API,Web,Medium,Free,1,818,22,211.38,44,0,0.6248854624266235,72.48854624266235,PRIORITIZE,Long customer message • Payments product
T0003090,C01441,2026-06-23,Analytics,Chat,Medium,Free,3,329,54,39.09,36,0,0.4042807366792556,50.42807366792556,MONITOR,No major risk drivers
T0003091,C00938,2026-03-19,Storage,Chat,Low,Free,0,118,34,110.99,25,0,0.2592998014097463,25.929980140974628,NORMAL QUEUE,No major risk drivers
T0003092,C00885,2026-03-27,Authentication,Email,Medium,Free,0,889,6,42.22,6,0,0.6151403084082033,71.51403084082034,PRIORITIZE,Long customer message • Less-experienced agent
T0003093,C00197,2026-02-09,Storage,Web,Low,Starter,1,782,11,29.22,38,0,0.3929267267281459,42.29267267281459,MONITOR,Long customer message • Less-experienced agent
T0003094,C00435,2026-05-22,Analytics,Chat,Medium,Free,1,327,50,24.41,32,0,0.3471578438700486,44.71578438700486,NORMAL QUEUE,No major risk drivers
T0003095,C01532,2026-06-17,Messaging,Chat,Low,Free,1,291,23,34.33,44,0,0.3333941876495531,33.33941876495531,NORMAL QUEUE,No major risk drivers
T0003096,C00628,2026-04-29,Storage,Chat,Medium,Free,1,816,27,69.73,4,0,0.42717869311232465,52.71786931123246,MONITOR,Long customer message
T0003097,C00063,2026-02-06,Storage,Chat,Low,Starter,7,867,45,37.73,35,0,0.47525584524222264,50.52558452422227,MONITOR,Frequent recent contact • Long customer message
T0003098,C01313,2026-04-04,Authentication,Chat,Medium,Starter,1,364,20,25.8,9,0,0.5087723763613253,63.877237636132534,MONITOR,No major risk drivers
T0003099,C01231,2026-05-24,Messaging,Web,Medium,Free,2,261,5,125.32,40,0,0.5638038713654391,66.3803871365439,PRIORITIZE,Less-experienced agent
T0003100,C00120,2026-01-08,Storage,Chat,Medium,Starter,1,662,23,71.84,42,0,0.39382193251254044,52.382193251254044,MONITOR,Long customer message
T0003101,C00092,2026-04-17,Storage,Phone,Medium,Starter,3,512,44,34.81,17,0,0.44803638274693236,57.803638274693235,MONITOR,Phone support
T0003102,C00210,2026-04-29,Storage,Chat,High,Starter,0,452,64,52.19,34,0,0.4015529576450824,63.15529576450824,MONITOR,High priority
T0003103,C00092,2026-04-07,Payments API,Phone,Low,Starter,2,115,61,34.81,17,0,0.3979157082379474,42.79157082379474,MONITOR,Payments product • Phone support
T0003104,C01110,2026-04-26,Authentication,Web,Medium,Free,1,545,62,62.28,25,0,0.42439710013166343,52.43971001316634,MONITOR,No major risk drivers
T0003105,C00239,2026-06-11,Messaging,Web,Medium,Free,0,85,4,57.67,8,0,0.49253821951496446,59.25382195149645,MONITOR,Less-experienced agent
T0003106,C01093,2026-01-23,Messaging,Web,Medium,Free,1,815,37,84.3,43,0,0.4490811942990857,54.908119429908574,MONITOR,Long customer message
T0003107,C00318,2026-04-13,Payments API,Chat,High,Starter,2,267,36,46.37,13,0,0.6971507539256426,92.71507539256426,PRIORITIZE,High priority • Payments product
T0003108,C01751,2026-05-24,Authentication,Chat,Medium,Starter,0,658,18,59.8,31,0,0.4879199784429734,61.79199784429734,MONITOR,Long customer message
T0003109,C01307,2026-05-28,Payments API,Chat,Low,Starter,1,156,55,49.94,25,0,0.338172336885607,36.8172336885607,NORMAL QUEUE,Payments product
T0003110,C00675,2026-03-26,Payments API,Email,Medium,Starter,1,726,64,87.18,33,0,0.4786356519678711,60.863565196787114,MONITOR,Long customer message • Payments product
T0003111,C00772,2026-06-29,Payments API,Email,Medium,Starter,0,406,17,90.34,31,1,0.5710631357500763,70.10631357500762,PRIORITIZE,Payments product
T0003112,C00118,2026-02-28,Storage,Email,Low,Business,0,423,19,22.38,21,0,0.3157783803584974,38.57783803584974,NORMAL QUEUE,No major risk drivers
T0003113,C00099,2026-03-21,Analytics,Web,Medium,Free,0,126,26,28.51,33,0,0.40755060567191903,50.755060567191904,MONITOR,No major risk drivers
T0003114,C00968,2026-05-29,Authentication,Email,Medium,Free,0,118,36,30.55,47,1,0.42810649429213976,52.810649429213974,MONITOR,No major risk drivers
T0003115,C00041,2026-03-21,Analytics,Chat,Medium,Starter,3,748,63,40.6,43,0,0.39749203658759397,52.7492036587594,MONITOR,Long customer message
T0003116,C01150,2026-03-03,Storage,Email,Low,Business,0,831,36,93.94,9,0,0.3224275124715133,39.24275124715133,NORMAL QUEUE,Long customer message
T0003117,C00689,2026-04-11,Storage,Email,Medium,Business,1,526,57,242.83,11,1,0.3859762410383611,55.59762410383611,MONITOR,No major risk drivers
T0003118,C00252,2026-04-22,Messaging,Chat,Medium,Business,3,880,44,96.81,25,0,0.45505317691515845,62.50531769151584,MONITOR,Long customer message
T0003119,C00965,2026-06-24,Storage,Web,Low,Enterprise,0,348,29,103.38,20,0,0.27421585352092726,39.42158535209273,NORMAL QUEUE,Enterprise customer
T0003120,C00996,2026-04-22,Payments API,Chat,Medium,Starter,0,278,47,15.61,34,0,0.3878846849636538,51.78846849636538,MONITOR,Payments product
