customer_id,plan,monthly_spend,months_active
C01028,Starter,57.4,28
C01029,Business,47.53,3
C01030,Starter,45.02,1
C01031,Starter,43.09,20
C01032,Business,30.73,43
C01033,Starter,33.38,2
C01034,Business,116.95,4
C01035,Starter,41.66,32
C01036,Starter,26.82,22
C01037,Starter,31.96,11
C01038,Starter,91.4,10
C01039,Starter,69.35,32
C01040,Free,64.34,25
C01041,Free,37.81,30
C01042,Starter,64.89,14
C01043,Starter,29.42,25
C01044,Starter,37.76,41
C01045,Free,83.96,15
C01046,Starter,78.91,19
C01047,Free,23.61,8
C01048,Business,25.63,31
C01049,Business,47.97,2
C01050,Free,137.27,12
C01051,Starter,12.87,34
C01052,Free,53.57,1
C01053,Free,18.28,47
C01054,Free,29.6,19
C01055,Free,35.27,19
C01056,Starter,34.01,26
C01057,Business,31.6,31
C01058,Free,44.91,22
C01059,Starter,31.57,42
C01060,Business,17.28,46
C01061,Enterprise,74.21,10
C01062,Starter,72.92,34
C01063,Free,77.33,15
C01064,Starter,16.42,47
C01065,Starter,54.29,12
C01066,Enterprise,69.37,14
C01067,Starter,22.87,34
C01068,Starter,44.97,38
C01069,Free,41.45,7
C01070,Starter,148.03,27
C01071,Business,156.17,17
C01072,Starter,15.15,29
C01073,Starter,226.12,27
C01074,Enterprise,24.66,47
C01075,Business,84.56,44
C01076,Starter,84.0,31
C01077,Starter,23.4,32
C01078,Starter,61.6,43
C01079,Starter,41.68,9
C01080,Starter,64.09,35
C01081,Free,51.93,37
C01082,Business,97.28,6
C01083,Business,46.95,42
C01084,Business,40.08,33
C01085,Enterprise,91.14,17
C01086,Business,65.19,23
C01087,Business,71.93,24
C01088,Business,29.02,44
C01089,Starter,22.66,46
C01090,Starter,30.91,38
C01091,Free,29.86,31
C01092,Starter,74.52,5
C01093,Free,84.3,43
C01094,Free,40.41,7
C01095,Starter,113.31,8
C01096,Starter,108.8,4
C01097,Free,52.36,45
C01098,Business,26.2,24
C01099,Business,124.46,12
C01100,Free,42.96,4
C01101,Free,48.52,20
C01102,Starter,35.85,35
C01103,Business,25.07,47
C01104,Business,17.21,26
C01105,Free,67.45,29
C01106,Business,26.86,40
C01107,Free,326.59,43
C01108,Starter,22.07,14
C01109,Enterprise,19.74,47
C01110,Free,62.28,25
C01111,Free,120.79,44
C01112,Starter,46.62,6
C01113,Starter,64.84,5
C01114,Enterprise,13.49,42
C01115,Enterprise,28.78,32
C01116,Free,22.25,9
C01117,Free,13.04,43
C01118,Business,48.23,5
C01119,Free,10.4,33
C01120,Business,18.93,10
C01121,Starter,31.53,4
C01122,Free,26.04,38
C01123,Business,57.84,40
C01124,Free,54.52,5
C01125,Starter,79.92,5
C01126,Starter,72.9,29
C01127,Starter,93.83,2
C01128,Starter,44.65,36
C01129,Starter,54.45,44
C01130,Enterprise,62.33,36
C01131,Enterprise,49.01,11
C01132,Starter,34.53,9
C01133,Free,36.01,32
C01134,Business,26.27,3
C01135,Enterprise,58.79,26
C01136,Starter,42.05,22
C01137,Starter,29.05,35
C01138,Starter,29.07,10
C01139,Free,20.35,36
C01140,Starter,84.46,33
C01141,Starter,47.04,12
C01142,Business,25.51,17
C01143,Business,75.61,4
C01144,Business,31.05,22
C01145,Starter,17.92,13
C01146,Starter,86.82,6
C01147,Business,31.53,27
C01148,Business,34.27,27
C01149,Starter,45.91,5
C01150,Business,93.94,9
C01151,Free,45.29,4
C01152,Business,20.5,32
C01153,Free,63.66,16
C01154,Free,32.61,4
C01155,Starter,152.5,10
C01156,Free,44.67,46
C01157,Free,10.46,13
C01158,Free,56.39,33
C01159,Starter,158.22,23
C01160,Business,124.51,9
C01161,Free,146.95,15
C01162,Starter,23.04,1
C01163,Business,80.87,36
C01164,Free,27.96,16
C01165,Free,51.72,24
C01166,Business,19.54,8
C01167,Business,29.4,39
C01168,Starter,28.8,11
C01169,Business,80.16,27
C01170,Free,75.22,42
C01171,Starter,53.51,34
C01172,Business,18.58,29
C01173,Free,36.5,42
C01174,Business,27.52,9
C01175,Starter,78.67,46
C01176,Business,96.14,27
C01177,Starter,88.82,20
C01178,Starter,27.36,13
C01179,Free,7.53,36
C01180,Free,14.17,46
C01181,Business,112.62,33
C01182,Free,34.44,2
C01183,Free,27.44,23
C01184,Free,130.03,35
C01185,Free,101.73,19
C01186,Business,45.42,37
C01187,Starter,36.94,34
C01188,Enterprise,41.02,4
C01189,Free,51.81,27
C01190,Starter,126.47,9
C01191,Starter,58.83,23
C01192,Starter,71.66,19
C01193,Business,95.59,38
C01194,Enterprise,20.9,41
C01195,Business,73.01,22
C01196,Free,36.91,26
C01197,Free,8.71,30
C01198,Starter,11.21,31
C01199,Free,23.06,30
C01200,Business,63.14,37
C01201,Starter,48.13,47
C01202,Starter,50.39,39
C01203,Business,158.87,7
C01204,Business,19.59,23
C01205,Free,43.91,22
C01206,Free,54.48,24
C01207,Starter,27.7,25
C01208,Starter,45.53,34
C01209,Free,15.8,20
C01210,Starter,111.77,13
C01211,Business,28.7,22
C01212,Business,167.4,41
C01213,Starter,43.77,15
C01214,Starter,87.2,1
C01215,Free,43.18,46
C01216,Starter,43.82,10
C01217,Starter,30.58,29
C01218,Starter,48.3,38
C01219,Starter,54.97,13
C01220,Free,26.85,16
C01221,Free,41.21,14
C01222,Free,30.07,8
C01223,Business,199.29,8
C01224,Starter,42.17,9
C01225,Free,122.05,22
C01226,Business,39.36,25
C01227,Starter,52.91,1
C01228,Starter,18.94,40
C01229,Enterprise,33.43,32
C01230,Free,51.26,4
C01231,Free,125.32,40
C01232,Starter,51.64,2
C01233,Free,109.88,27
C01234,Starter,67.79,22
C01235,Free,128.74,24
C01236,Free,43.02,45
C01237,Free,211.38,44
C01238,Starter,32.61,14
C01239,Free,27.16,28
C01240,Free,20.36,46
C01241,Business,203.4,35
C01242,Starter,76.15,42
C01243,Starter,35.97,21
C01244,Free,100.67,14
C01245,Starter,69.9,25
C01246,Free,160.45,39
C01247,Starter,16.34,44
C01248,Free,37.62,33
C01249,Business,33.09,34
C01250,Business,12.39,25
C01251,Free,89.05,16
C01252,Free,37.5,20
C01253,Free,72.3,24
C01254,Starter,207.23,39
C01255,Free,35.53,27
C01256,Business,34.0,38
C01257,Business,48.29,2
C01258,Business,84.92,36
C01259,Starter,30.93,24
C01260,Enterprise,29.66,47
C01261,Free,88.87,23
C01262,Starter,57.17,23
C01263,Starter,11.83,6
C01264,Enterprise,20.16,38
C01265,Starter,118.61,33
C01266,Business,58.05,41
C01267,Free,27.24,5
C01268,Enterprise,40.01,10
C01269,Starter,45.09,42
C01270,Starter,72.11,2
C01271,Enterprise,18.49,24
C01272,Starter,25.88,20
C01273,Starter,53.38,45
C01274,Starter,41.89,41
C01275,Free,64.83,43
C01276,Starter,20.1,14
C01277,Free,56.38,28
C01278,Free,90.88,33
C01279,Business,61.34,46
C01280,Starter,48.93,1
C01281,Starter,42.0,46
C01282,Starter,25.98,17
C01283,Starter,42.66,7
C01284,Starter,101.37,29
C01285,Business,41.37,37
C01286,Enterprise,25.07,7
C01287,Starter,32.46,2
C01288,Starter,50.94,43
C01289,Starter,35.07,44
C01290,Starter,61.28,8
C01291,Starter,62.79,43
C01292,Starter,79.67,43
C01293,Starter,112.77,47
C01294,Starter,85.4,11
C01295,Starter,24.36,28
C01296,Starter,24.85,47
C01297,Free,42.55,43
C01298,Free,33.34,29
C01299,Business,21.33,10
C01300,Starter,33.55,4
C01301,Free,32.84,13
C01302,Starter,28.88,4
C01303,Business,36.41,10
C01304,Free,96.16,4
C01305,Business,50.88,36
C01306,Business,222.89,28
C01307,Starter,49.94,25
C01308,Starter,37.02,39
C01309,Free,44.82,20
C01310,Enterprise,52.81,19
C01311,Starter,59.32,10
C01312,Business,172.41,21
C01313,Starter,25.8,9
C01314,Free,78.13,28
C01315,Free,51.16,47
C01316,Starter,16.1,26
C01317,Starter,73.77,15
C01318,Free,101.9,33
C01319,Business,25.61,39
C01320,Business,44.44,23
C01321,Starter,14.56,12
C01322,Starter,19.72,34
C01323,Free,88.34,9
C01324,Business,33.01,47
C01325,Starter,21.74,15
C01326,Business,51.89,17
C01327,Starter,31.83,35
C01328,Starter,32.92,1
C01329,Free,72.28,10
C01330,Free,21.01,6
C01331,Business,24.82,19
C01332,Starter,49.41,27
C01333,Starter,83.94,9
C01334,Enterprise,99.96,17
C01335,Enterprise,29.01,37
C01336,Business,82.21,45
C01337,Free,26.85,1
C01338,Starter,146.5,30
C01339,Business,21.39,2
C01340,Starter,106.01,25
C01341,Free,29.17,42
C01342,Business,165.44,38
C01343,Starter,65.65,11
C01344,Starter,23.09,13
C01345,Enterprise,31.83,37
C01346,Starter,74.27,39
C01347,Starter,88.61,14
C01348,Starter,42.69,1
C01349,Starter,46.02,21
C01350,Free,73.18,30
C01351,Business,48.7,21
C01352,Business,19.28,44
C01353,Free,26.35,39
C01354,Starter,52.08,38
C01355,Business,98.5,1
C01356,Free,127.79,41
C01357,Starter,74.19,36
C01358,Starter,53.88,19
C01359,Starter,72.73,28
C01360,Free,28.98,39
C01361,Starter,40.46,43
C01362,Starter,26.16,26
C01363,Starter,19.85,2
C01364,Free,55.52,30
C01365,Starter,50.43,32
C01366,Starter,69.89,3
C01367,Free,63.75,39
C01368,Free,52.34,10
C01369,Free,64.19,42
C01370,Starter,43.48,26
C01371,Free,58.46,16
C01372,Enterprise,27.88,3
C01373,Starter,56.84,1
C01374,Business,69.03,35
C01375,Enterprise,28.93,18
C01376,Free,46.23,40
C01377,Starter,29.8,11
C01378,Business,31.75,44
C01379,Starter,21.52,45
C01380,Starter,101.77,5
C01381,Starter,89.36,31
C01382,Free,63.39,45
C01383,Starter,161.08,16
C01384,Enterprise,39.53,4
C01385,Enterprise,320.74,42
C01386,Free,38.56,23
C01387,Business,52.77,2
C01388,Starter,34.52,40
C01389,Business,56.94,32
C01390,Free,76.95,4
C01391,Enterprise,41.51,13
C01392,Business,141.86,1
C01393,Free,52.22,45
C01394,Free,53.29,2
C01395,Business,24.76,38
C01396,Free,58.68,25
C01397,Starter,40.97,28
C01398,Business,30.1,39
C01399,Starter,26.99,43
C01400,Starter,253.83,6
C01401,Starter,37.67,1
C01402,Free,17.34,6
C01403,Enterprise,28.39,33
C01404,Starter,43.23,27
C01405,Free,63.77,4
C01406,Free,64.11,12
C01407,Enterprise,69.39,26
C01408,Free,29.4,35
C01409,Business,55.77,17
C01410,Business,25.29,45
C01411,Business,29.88,47
C01412,Enterprise,24.62,37
C01413,Business,20.65,22
C01414,Enterprise,89.28,42
C01415,Free,69.94,35
C01416,Business,84.34,25
C01417,Starter,45.86,21
C01418,Starter,74.06,40
C01419,Business,14.23,27
C01420,Enterprise,78.34,9
C01421,Business,50.16,47
C01422,Starter,67.2,4
C01423,Starter,57.23,33
C01424,Starter,23.53,31
C01425,Starter,16.88,28
C01426,Starter,28.14,3
C01427,Free,64.53,24
C01428,Free,70.0,42
C01429,Business,18.37,12
C01430,Starter,23.62,33
C01431,Enterprise,27.94,41
C01432,Starter,35.44,45
C01433,Free,18.44,25
C01434,Free,17.74,15
C01435,Free,26.2,33
C01436,Enterprise,47.28,23
C01437,Free,20.75,30
C01438,Starter,41.46,35
C01439,Enterprise,88.95,34
C01440,Enterprise,19.18,12
C01441,Free,39.09,36
C01442,Free,87.02,26
C01443,Free,34.06,44
C01444,Free,30.79,31
C01445,Free,95.23,42
C01446,Starter,36.63,47
C01447,Business,91.64,47
C01448,Starter,59.08,36
C01449,Starter,35.77,29
C01450,Free,61.06,6
C01451,Business,55.05,19
C01452,Starter,86.8,23
C01453,Business,31.3,37
C01454,Enterprise,45.91,28
C01455,Starter,42.95,21
C01456,Free,70.65,7
C01457,Free,22.96,34
C01458,Starter,86.58,21
C01459,Enterprise,60.53,2
C01460,Starter,18.99,14
C01461,Business,98.04,42
C01462,Starter,190.98,6
C01463,Free,85.73,20
C01464,Starter,113.02,25
C01465,Starter,47.25,4
C01466,Starter,15.18,8
C01467,Starter,13.48,45
C01468,Free,52.76,28
C01469,Business,30.42,10
C01470,Free,24.67,8
C01471,Enterprise,42.91,21
C01472,Free,66.7,35
C01473,Free,17.39,35
C01474,Starter,33.39,10
C01475,Starter,119.27,35
C01476,Starter,22.22,43
C01477,Starter,78.68,11
C01478,Enterprise,32.62,2
C01479,Starter,63.74,46
C01480,Starter,91.22,25
C01481,Starter,72.37,37
C01482,Free,80.72,16
C01483,Starter,21.15,15
C01484,Free,92.19,11
C01485,Starter,25.68,11
C01486,Free,52.92,23
C01487,Enterprise,52.87,5
C01488,Starter,61.27,40
C01489,Business,55.65,25
C01490,Starter,25.83,44
C01491,Free,18.59,24
C01492,Business,78.81,15
C01493,Starter,50.44,25
C01494,Business,94.36,8
C01495,Starter,43.42,39
C01496,Starter,17.93,34
C01497,Business,83.76,7
C01498,Starter,35.14,28
C01499,Starter,55.83,26
C01500,Starter,29.35,10
C01501,Starter,130.16,6
C01502,Enterprise,25.29,36
C01503,Starter,35.9,13
C01504,Starter,47.93,25
C01505,Business,21.98,12
C01506,Starter,55.41,31
C01507,Business,127.45,3
C01508,Starter,32.5,17
C01509,Free,57.79,26
C01510,Business,7.48,21
C01511,Free,43.58,29
C01512,Free,36.47,9
C01513,Starter,26.26,21
C01514,Business,90.28,36
C01515,Business,36.16,16
C01516,Free,39.83,8
C01517,Free,34.98,40
C01518,Enterprise,12.86,37
C01519,Free,21.42,32
C01520,Free,83.49,38
C01521,Free,11.34,37
C01522,Starter,27.16,36
C01523,Business,34.47,24
C01524,Business,138.84,1
C01525,Business,73.67,29
C01526,Free,31.12,13
C01527,Starter,104.37,37
C01528,Starter,27.62,23
C01529,Free,86.13,43
C01530,Free,18.48,28
C01531,Starter,89.8,26
C01532,Free,34.33,44
C01533,Starter,22.91,23
C01534,Business,38.82,18
C01535,Free,53.53,18
C01536,Starter,32.41,42
C01537,Business,64.08,36
C01538,Business,30.6,8
C01539,Business,66.9,24
C01540,Starter,59.59,18
C01541,Business,42.97,31
C01542,Free,33.55,3
C01543,Starter,49.33,34
C01544,Free,63.92,35
C01545,Starter,170.74,11
C01546,Starter,82.32,8
C01547,Free,84.3,30
C01548,Business,332.8,13
C01549,Starter,62.51,45
C01550,Free,61.25,37
C01551,Free,70.64,45
C01552,Starter,23.2,26
C01553,Starter,33.5,45
C01554,Starter,32.17,1
C01555,Free,68.1,14
C01556,Business,39.92,1
C01557,Enterprise,48.9,32
C01558,Starter,90.64,25
C01559,Starter,78.34,14
C01560,Business,40.24,15
C01561,Enterprise,28.92,31
C01562,Starter,93.5,9
C01563,Business,73.92,25
C01564,Business,15.74,29
C01565,Business,36.47,12
C01566,Starter,49.78,11
C01567,Free,74.16,17
C01568,Free,80.77,28
C01569,Starter,53.76,12
C01570,Starter,65.39,18
C01571,Starter,46.6,26
C01572,Starter,28.85,9
C01573,Starter,37.72,27
C01574,Business,45.26,7
C01575,Free,43.7,7
C01576,Free,13.12,12
C01577,Business,34.52,14
C01578,Business,46.36,2
C01579,Enterprise,37.23,46
C01580,Business,38.08,15
C01581,Business,61.39,38
C01582,Starter,22.17,43
C01583,Starter,15.51,38
C01584,Free,35.65,40
C01585,Starter,73.46,5
C01586,Enterprise,133.88,18
C01587,Starter,74.32,36
C01588,Starter,17.21,28
C01589,Free,38.43,1
C01590,Free,52.82,27
C01591,Free,50.17,38
C01592,Free,63.47,39
C01593,Enterprise,24.63,19
C01594,Starter,46.63,12
C01595,Business,58.75,15
C01596,Starter,76.45,14
C01597,Free,26.48,17
C01598,Free,35.72,15
C01599,Business,7.71,22
C01600,Free,29.85,2
C01601,Business,31.79,13
C01602,Free,23.04,15
C01603,Starter,49.78,8
C01604,Business,43.1,42
C01605,Free,10.29,32
C01606,Free,51.42,43
C01607,Enterprise,24.45,27
C01608,Free,61.29,6
C01609,Starter,19.43,43
C01610,Starter,45.58,22
C01611,Free,37.19,33
C01612,Business,54.44,18
C01613,Business,48.48,24
C01614,Starter,37.87,23
C01615,Business,16.47,14
C01616,Free,17.11,27
C01617,Free,30.58,35
C01618,Starter,44.46,1
C01619,Enterprise,30.1,7
C01620,Free,67.11,40
C01621,Free,37.28,27
C01622,Starter,23.87,46
C01623,Business,37.31,29
C01624,Free,51.77,31
C01625,Starter,55.21,43
C01626,Business,151.55,32
C01627,Starter,28.94,16
C01628,Free,42.62,25
C01629,Free,58.97,12
C01630,Starter,44.03,16
C01631,Starter,32.28,32
C01632,Business,16.33,8
C01633,Starter,32.07,32
C01634,Starter,22.24,28
C01635,Enterprise,14.55,15
C01636,Starter,26.65,3
C01637,Starter,22.63,34
C01638,Business,65.33,39
C01639,Free,66.07,35
C01640,Business,24.84,20
C01641,Business,37.74,31
C01642,Free,13.36,20
C01643,Starter,32.42,17
C01644,Free,57.94,16
C01645,Free,76.42,10
C01646,Starter,28.12,46
C01647,Free,88.56,32
C01648,Business,16.69,9
C01649,Business,19.87,41
C01650,Business,70.9,8
C01651,Free,132.45,28
C01652,Free,61.6,8
C01653,Free,43.54,17
C01654,Free,10.73,31
C01655,Enterprise,12.01,47
C01656,Starter,48.62,47
C01657,Free,35.42,43
C01658,Business,21.78,12
C01659,Starter,46.65,5
C01660,Free,48.17,43
C01661,Free,82.59,44
C01662,Starter,48.85,14
C01663,Business,99.33,1
C01664,Free,44.93,31
C01665,Business,41.47,4
C01666,Business,89.28,2
C01667,Business,23.67,45
C01668,Free,278.49,24
C01669,Free,57.05,6
C01670,Business,57.26,31
C01671,Starter,62.89,18
C01672,Starter,151.43,26
C01673,Business,74.82,43
C01674,Free,15.75,12
C01675,Business,111.3,31
C01676,Enterprise,35.82,39
C01677,Business,47.93,20
C01678,Starter,19.46,46
C01679,Business,62.93,22
C01680,Starter,29.27,22
C01681,Business,47.71,42
C01682,Business,37.16,30
C01683,Business,156.22,41
C01684,Free,162.14,38
C01685,Free,46.07,34
C01686,Free,46.6,12
C01687,Starter,35.07,19
C01688,Starter,91.74,41
C01689,Starter,36.1,29
C01690,Starter,33.99,14
C01691,Business,84.44,16
C01692,Business,31.5,37
C01693,Free,43.62,9
C01694,Business,15.99,6
C01695,Starter,70.65,36
C01696,Starter,157.84,14
C01697,Free,71.44,36
C01698,Business,115.6,26
C01699,Enterprise,25.79,47
C01700,Business,52.12,25
C01701,Business,24.21,41
C01702,Enterprise,38.55,40
C01703,Starter,73.84,10
C01704,Starter,47.76,47
C01705,Starter,17.85,36
C01706,Enterprise,19.02,6
C01707,Free,18.21,1
C01708,Starter,61.53,13
C01709,Business,170.98,1
C01710,Free,108.38,17
C01711,Business,13.03,47
C01712,Starter,112.58,23
C01713,Enterprise,82.16,2
C01714,Business,16.37,24
C01715,Starter,36.71,11
C01716,Business,91.11,41
C01717,Starter,63.93,5
C01718,Starter,19.09,37
C01719,Starter,66.49,21
C01720,Business,11.14,1
C01721,Free,38.67,32
C01722,Free,93.66,22
C01723,Business,45.24,37
C01724,Starter,32.32,30
C01725,Starter,79.68,38
C01726,Free,84.23,22
C01727,Starter,104.74,1
C01728,Business,78.91,7
C01729,Free,90.28,22
C01730,Starter,71.98,19
C01731,Enterprise,53.12,38
C01732,Free,47.38,20
C01733,Business,38.31,41
C01734,Free,20.33,9
C01735,Business,24.02,19
C01736,Business,37.21,36
C01737,Business,52.3,6
C01738,Free,114.04,16
C01739,Starter,43.5,36
C01740,Business,85.82,28
C01741,Free,90.16,37
C01742,Free,38.46,25
C01743,Free,65.8,41
C01744,Enterprise,38.16,42
C01745,Business,105.57,46
C01746,Starter,67.58,6
C01747,Business,20.62,28
C01748,Starter,49.65,6
C01749,Starter,130.49,11
C01750,Starter,39.73,15
C01751,Starter,59.8,31
C01752,Free,63.74,21
C01753,Business,22.79,41
C01754,Business,62.3,15
C01755,Starter,18.07,30
C01756,Starter,29.77,36
C01757,Free,89.95,47
C01758,Enterprise,56.37,12
C01759,Business,36.67,35
C01760,Business,59.75,4
C01761,Starter,42.99,26
C01762,Free,45.07,20
C01763,Free,68.51,46
C01764,Free,27.86,37
C01765,Free,45.89,44
C01766,Free,36.49,40
C01767,Enterprise,15.95,20
C01768,Free,24.57,35
C01769,Free,123.88,2
C01770,Business,57.4,27
C01771,Starter,18.91,3
C01772,Business,16.42,35
C01773,Starter,41.56,46
C01774,Business,123.32,33
C01775,Starter,39.59,40
C01776,Starter,104.54,12
C01777,Business,56.19,47
C01778,Starter,60.72,26
C01779,Starter,18.76,32
C01780,Starter,82.22,37
C01781,Free,35.96,31
C01782,Business,78.34,15
C01783,Free,26.33,29
C01784,Free,50.15,31
C01785,Free,56.19,41
C01786,Business,40.44,23
C01787,Starter,58.15,24
C01788,Starter,37.59,24
C01789,Business,29.32,6
C01790,Free,126.92,5
C01791,Business,88.4,1
C01792,Starter,27.26,32
C01793,Free,64.68,20
C01794,Starter,27.58,41
C01795,Business,20.7,34
C01796,Free,87.53,7
C01797,Starter,14.77,5
C01798,Free,81.65,18
C01799,Starter,37.93,44
C01800,Starter,38.96,3
